,full_name,selling_price,new-price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,Brand
3856,Mahindra XUV500 W11,1350000,2278000,2018,Individual,50000,First Owner,Diesel,Manual,15.1,Mahindra
3857,Maruti Ertiga BSIV,630000,1167000,2017,Individual,25000,First Owner,Petrol,Manual,17.5,Maruti
3858,Renault KWID RXT,250000,599000,2015,Individual,5000,First Owner,Petrol,Manual,25.17,Renault
3859,Ford Figo Petrol,185000,789000,2011,Individual,36000,First Owner,Petrol,Manual,15.6,Ford
3860,Hyundai Grand i10,467000,710000,2017,Individual,29000,First Owner,Petrol,Manual,18.9,Hyundai
3861,Hyundai Creta 1.6,975000,1942000,2016,Individual,60000,First Owner,Diesel,Manual,19.67,Hyundai
3862,Hyundai Grand i10,580000,737000,2018,Dealer,21000,First Owner,Petrol,Manual,18.9,Hyundai
3863,Honda City i-DTEC,1050000,1651000,2019,Dealer,21000,First Owner,Diesel,Manual,25.6,Honda
3864,Hyundai i20 Sportz,730000,1300000,2020,Individual,5000,First Owner,Petrol,Automatic,17.4,Hyundai
3865,Maruti Alto 800,289000,449000,2016,Individual,15000,First Owner,Petrol,Manual,24.7,Maruti
3866,Maruti Wagon R,330000,689000,2015,Dealer,37564,First Owner,Petrol,Manual,18.9,Maruti
3867,Maruti Alto 800,250000,449000,2015,Individual,50000,First Owner,Petrol,Manual,22.74,Maruti
3868,Honda WR-V i-VTEC,825000,1129000,2017,Dealer,34250,First Owner,Petrol,Manual,17.5,Honda
3869,Maruti Ignis 1.2,420000,843000,2017,Individual,8000,First Owner,Petrol,Manual,20.89,Maruti
3870,Honda Amaze VX,415000,1120000,2015,Dealer,66000,First Owner,Diesel,Manual,25.8,Honda
3871,Maruti Wagon R,320000,689000,2015,Individual,32000,First Owner,Petrol,Manual,20.51,Maruti
3872,Hyundai i20 1.2,645000,1256000,2018,Individual,25000,First Owner,Petrol,Manual,18.6,Hyundai
3873,Tata Tiago 1.2,300000,809000,2016,Individual,35000,First Owner,Petrol,Manual,23.84,Tata
3874,Maruti Swift VXI,320000,891000,2012,Individual,40000,First Owner,Petrol,Manual,18.6,Maruti
3875,Maruti Alto 800,270000,449000,2015,Dealer,36668,First Owner,Petrol,Manual,22.74,Maruti
3876,Honda Amaze VX,450000,1126000,2017,Individual,70000,First Owner,Diesel,Manual,25.8,Honda
3877,Maruti Swift Dzire,400000,986999,2012,Individual,50000,First Owner,Petrol,Manual,20.85,Maruti
3878,Renault Duster Petrol,450000,1647000,2015,Individual,25000,First Owner,Petrol,Manual,13.24,Renault
3879,Maruti Baleno Delta,540000,1026000,2018,Individual,35000,First Owner,Petrol,Manual,21.4,Maruti
3880,Hyundai i20 Magna,425000,1300000,2015,Individual,80000,First Owner,Petrol,Manual,18.6,Hyundai
3881,Maruti Ignis 1.2,520000,827000,2018,Individual,20000,First Owner,Petrol,Manual,20.89,Maruti
3882,Maruti Celerio VXI,350000,632000,2014,Individual,35000,First Owner,Petrol,Manual,23.1,Maruti
3883,Hyundai Creta 1.4,850000,2013000,2017,Individual,70000,First Owner,Diesel,Manual,21.38,Hyundai
3884,Hyundai Verna 1.6,550000,1560000,2014,Individual,35000,First Owner,Petrol,Manual,17.01,Hyundai
3885,Ford Figo Diesel,450000,925000,2015,Dealer,61879,First Owner,Diesel,Manual,20.0,Ford
3886,Honda City i,649000,1629000,2017,Dealer,40000,First Owner,Petrol,Manual,17.8,Honda
3887,Datsun GO Plus,310000,778000,2016,Individual,50000,First Owner,Petrol,Manual,19.02,Datsun
3888,Hyundai i20 Sportz,690000,1300000,2020,Individual,7120,First Owner,Petrol,Manual,18.6,Hyundai
3889,Mahindra Bolero 2011-2019,695000,1034000,2018,Individual,33500,First Owner,Diesel,Manual,15.96,Mahindra
3890,Maruti Swift VXI,611000,924000,2019,Individual,12500,First Owner,Petrol,Manual,21.21,Maruti
3891,Ford Ecosport 2015-2021,550000,1312000,2015,Dealer,102693,First Owner,Diesel,Manual,23.0,Ford
3892,Maruti Wagon R,365000,701000,2016,Dealer,32000,First Owner,Petrol,Manual,21.79,Maruti
3893,Maruti Ignis 1.2,550000,813000,2018,Dealer,11000,First Owner,Petrol,Automatic,20.89,Maruti
3894,Maruti Alto 800,210000,449000,2015,Individual,50000,First Owner,Petrol,Manual,22.74,Maruti
3895,Hyundai Verna 1.6,450000,1847000,2012,Dealer,92570,First Owner,Diesel,Manual,22.32,Hyundai
3896,Tata Harrier XZ,1700000,2370000,2019,Individual,20000,First Owner,Diesel,Manual,17.0,Tata
3897,Honda City i-DTEC,990000,1709000,2017,Individual,40000,First Owner,Diesel,Manual,25.6,Honda
3898,Honda City i,500000,1709000,2014,Individual,120000,First Owner,Diesel,Manual,25.1,Honda
3899,Mahindra XUV500 W6,1150000,2278000,2016,Individual,40000,First Owner,Diesel,Manual,16.0,Mahindra
3900,Ford Freestyle Titanium,650000,1011999,2018,Individual,42000,First Owner,Diesel,Manual,24.4,Ford
3901,Tata Tiago 1.2,409999,809000,2017,Individual,9000,First Owner,Petrol,Manual,23.84,Tata
3902,Hyundai i20 1.4,600000,1197000,2017,Individual,47000,First Owner,Diesel,Manual,22.54,Hyundai
3903,Hyundai Verna 1.6,430000,1689000,2013,Dealer,41000,First Owner,Diesel,Manual,22.32,Hyundai
3904,Maruti Swift Dzire,560000,1024000,2015,Dealer,32900,First Owner,Petrol,Manual,20.85,Maruti
3905,Datsun RediGO 1.0,245000,556000,2017,Dealer,20260,First Owner,Petrol,Manual,22.5,Datsun
3906,Volkswagen Polo Petrol,229999,1072000,2013,Individual,123000,First Owner,Petrol,Manual,16.47,Volkswagen
3907,Tata Tiago 2019-2020,500000,775000,2019,Individual,16000,First Owner,Petrol,Manual,23.84,Tata
3908,Mahindra XUV500 2011-2015,750000,2303000,2015,Individual,65000,First Owner,Diesel,Manual,15.1,Mahindra
3909,Toyota Innova Crysta,1725000,2862000,2017,Dealer,33000,First Owner,Diesel,Manual,13.68,Toyota
3910,Datsun GO Plus,450000,778000,2016,Individual,11650,First Owner,Petrol,Manual,19.44,Datsun
3911,Maruti Swift VXI,620000,907000,2020,Individual,5000,First Owner,Petrol,Manual,21.21,Maruti
3912,Hyundai Creta 1.6,695000,1942000,2015,Dealer,64000,First Owner,Diesel,Automatic,17.01,Hyundai
3913,Maruti Swift Dzire,650000,1015000,2017,Individual,19000,First Owner,Petrol,Manual,21.21,Maruti
3914,Honda City i,640000,1748000,2015,Dealer,74995,First Owner,Petrol,Manual,17.4,Honda
3915,Mahindra Scorpio S8,975000,1946000,2015,Dealer,65859,First Owner,Diesel,Manual,15.4,Mahindra
3916,Maruti Wagon R,300000,701000,2013,Individual,75000,First Owner,Petrol,Manual,20.51,Maruti
3917,Ford Ecosport 2015-2021,450000,1312000,2015,Dealer,55000,First Owner,Diesel,Manual,23.0,Ford
3918,Honda Jazz 1.2,625000,1085000,2017,Individual,20000,First Owner,Petrol,Automatic,19.0,Honda
3919,Hyundai Grand i10,380000,710000,2014,Dealer,52117,First Owner,Petrol,Manual,18.9,Hyundai
3920,Ford Figo Diesel,200000,925000,2013,Individual,57617,First Owner,Diesel,Manual,20.0,Ford
3921,Maruti Wagon R,130000,708000,2007,Individual,53000,First Owner,Petrol,Manual,18.9,Maruti
3922,Ford Ecosport 2015-2021,525000,1312000,2015,Dealer,36490,First Owner,Diesel,Manual,21.7,Ford
3923,Hyundai Grand i10,425000,710000,2016,Individual,15000,First Owner,Petrol,Manual,18.9,Hyundai
3924,Maruti Celerio ZXI,470000,656000,2018,Dealer,72000,First Owner,Petrol,Manual,21.63,Maruti
3925,Datsun GO Plus,285000,791000,2016,Dealer,58000,First Owner,Petrol,Manual,20.62,Datsun
3926,Honda City i,525000,1686000,2014,Dealer,45000,First Owner,Petrol,Manual,17.8,Honda
3927,Mahindra Thar CRDe,900000,1627000,2018,Individual,20000,First Owner,Diesel,Manual,16.55,Mahindra
3928,Hyundai Creta 1.6,1350000,2018000,2018,Individual,17000,First Owner,Petrol,Manual,15.8,Hyundai
3929,Honda City i-DTEC,1044999,1651000,2017,Individual,15000,First Owner,Diesel,Manual,25.6,Honda
3930,Mahindra XUV500 W8,525000,2303000,2012,Individual,135000,First Owner,Diesel,Manual,15.1,Mahindra
3931,Maruti Swift Dzire,650000,1003999,2017,Individual,25000,First Owner,Petrol,Manual,21.21,Maruti
3932,Honda WR-V i-VTEC,924000,1101000,2020,Individual,5000,First Owner,Petrol,Manual,17.5,Honda
3933,Maruti Alto 800,229999,449000,2018,Individual,55000,First Owner,Petrol,Manual,24.7,Maruti
3934,Honda Amaze EX,350000,998000,2015,Individual,80000,First Owner,Petrol,Manual,18.0,Honda
3935,Ford Ecosport 2015-2021,595000,1312000,2015,Dealer,45000,First Owner,Diesel,Manual,22.77,Ford
3936,Maruti Wagon R,418000,708000,2018,Individual,15000,First Owner,Petrol,Manual,20.51,Maruti
3937,Datsun RediGO T,250000,546000,2018,Individual,25000,First Owner,Petrol,Manual,22.7,Datsun
3938,Hyundai Elantra Facelift,1700000,2423000,2018,Dealer,19000,First Owner,Diesel,Manual,22.7,Hyundai
3939,Hyundai Grand i10,395000,710000,2016,Dealer,23300,First Owner,Petrol,Manual,18.9,Hyundai
3940,Mahindra XUV500 AT,1225000,2438000,2017,Individual,90000,First Owner,Diesel,Automatic,16.0,Mahindra
3941,Hyundai Verna 1.6,530000,1614999,2013,Individual,50000,First Owner,Petrol,Manual,17.01,Hyundai
3942,Hyundai Grand i10,399000,710000,2015,Dealer,45000,First Owner,Petrol,Manual,18.9,Hyundai
3943,Honda Amaze S,680000,1002000,2019,Individual,7917,First Owner,Petrol,Manual,18.6,Honda
3944,Maruti Swift VXI,552000,906000,2018,Individual,30000,First Owner,Petrol,Manual,21.21,Maruti
3945,Maruti Eeco 5,465000,511000,2020,Dealer,5512,First Owner,Petrol,Manual,15.37,Maruti
3946,Hyundai Santro Sportz,475000,720000,2019,Individual,20000,First Owner,Petrol,Manual,20.3,Hyundai
3947,Tata Nexon 1.5,850000,1474000,2018,Individual,15000,First Owner,Diesel,Manual,21.5,Tata
3948,Mahindra XUV500 W11,1800000,2276000,2020,Individual,10000,First Owner,Diesel,Manual,15.1,Mahindra
3949,Hyundai Grand i10,409999,722000,2016,Individual,70000,First Owner,Petrol,Manual,18.9,Hyundai
3950,Mahindra KUV100 NXT,450000,848000,2018,Individual,15000,First Owner,Petrol,Manual,18.15,Mahindra
3951,Maruti Wagon R,250000,714000,2010,Dealer,80566,First Owner,Petrol,Manual,18.9,Maruti
3952,Maruti Celerio VXI,350000,643000,2017,Individual,20500,First Owner,Petrol,Manual,23.1,Maruti
3953,Ford Ecosport 2015-2021,610000,1328000,2016,Dealer,59000,First Owner,Diesel,Manual,23.0,Ford
3954,Hyundai Verna 1.6,350000,1748999,2013,Dealer,136700,First Owner,Diesel,Automatic,22.32,Hyundai
3955,Tata Safari 2005-2017,400000,2141000,2011,Individual,120000,First Owner,Diesel,Manual,11.57,Tata
3956,Mahindra XUV500 W8,800000,2276000,2013,Individual,70000,First Owner,Diesel,Manual,15.1,Mahindra
3957,Maruti Swift AMT,625000,891000,2018,Dealer,39001,First Owner,Petrol,Automatic,21.21,Maruti
3958,Hyundai Creta 1.4,709000,1942000,2016,Dealer,37895,First Owner,Diesel,Manual,21.38,Hyundai
3959,Mahindra Scorpio 1.99,1000000,1929000,2017,Individual,120000,First Owner,Diesel,Manual,15.4,Mahindra
3960,Tata Nexon 1.2,750000,1277000,2018,Individual,50000,First Owner,Petrol,Manual,17.0,Tata
3961,Maruti Baleno Zeta,610000,1047000,2017,Individual,30000,First Owner,Petrol,Manual,21.4,Maruti
3962,Maruti Swift Dzire,459999,1023000,2016,Individual,50000,First Owner,Petrol,Manual,20.85,Maruti
3963,Hyundai i20 1.4,560000,1240000,2016,Dealer,78000,First Owner,Diesel,Manual,21.9,Hyundai
3964,Honda WR-V i-DTEC,800000,1255000,2018,Dealer,20637,First Owner,Diesel,Manual,25.5,Honda
3965,Hyundai Grand i10,430000,710000,2016,Individual,15000,First Owner,Petrol,Manual,18.9,Hyundai
3966,Hyundai i20 1.2,557000,1256000,2017,Individual,5000,First Owner,Petrol,Manual,18.6,Hyundai
3967,Maruti Alto 800,300000,449000,2019,Individual,5000,First Owner,Petrol,Manual,24.7,Maruti
3968,Honda WR-V i-DTEC,825000,1255000,2018,Dealer,11000,First Owner,Diesel,Manual,25.5,Honda
3969,Honda City i,869999,1651000,2017,Dealer,61000,First Owner,Diesel,Manual,26.0,Honda
3970,Maruti Ignis Zeta,500000,811999,2018,Individual,43000,First Owner,Petrol,Manual,20.89,Maruti
3971,Maruti Ignis 1.2,475000,811999,2017,Dealer,15000,First Owner,Petrol,Manual,20.89,Maruti
3972,Hyundai i20 Asta,520000,1300000,2015,Individual,80000,First Owner,Petrol,Manual,18.6,Hyundai
3973,Honda Amaze VX,350000,1107000,2013,Dealer,48000,First Owner,Diesel,Manual,25.8,Honda
3974,Renault KWID Climber,399000,620000,2019,Dealer,6378,First Owner,Petrol,Manual,23.01,Renault
3975,Maruti Wagon R,325000,701000,2014,Dealer,76000,First Owner,Petrol,Manual,21.79,Maruti
3976,Maruti Swift Dzire,250000,986999,2011,Dealer,43125,First Owner,Petrol,Manual,20.85,Maruti
3977,Ford Figo Petrol,200000,818000,2010,Individual,80000,First Owner,Petrol,Manual,15.6,Ford
3978,Maruti Swift Dzire,580000,1003999,2017,Individual,15000,First Owner,Petrol,Automatic,18.5,Maruti
3979,Ford Figo Diesel,185000,925000,2011,Dealer,65000,First Owner,Diesel,Manual,20.0,Ford
3980,Maruti Ignis 1.2,535000,827000,2020,Individual,10000,First Owner,Petrol,Manual,20.89,Maruti
3981,Maruti Celerio VXI,340000,643000,2014,Individual,100000,First Owner,Petrol,Manual,23.1,Maruti
3982,Hyundai Grand i10,385000,710000,2015,Dealer,29000,First Owner,Petrol,Manual,18.9,Hyundai
3983,Maruti Wagon R,382000,689000,2017,Dealer,24500,First Owner,Petrol,Manual,21.79,Maruti
3984,Mahindra Thar CRDe,795000,1627000,2019,Dealer,29800,First Owner,Diesel,Manual,16.55,Mahindra
3985,Ford Ecosport 2015-2021,865000,1413000,2017,Dealer,47665,First Owner,Diesel,Manual,22.77,Ford
3986,Maruti Swift VXI,500000,891000,2018,Individual,50000,First Owner,Petrol,Manual,22.0,Maruti
3987,Renault KWID RXT,295000,620000,2016,Dealer,42000,First Owner,Petrol,Manual,25.17,Renault
3988,Maruti Ciaz 1.4,811999,1262000,2018,Individual,2700,First Owner,Petrol,Manual,20.73,Maruti
3989,Renault KWID RXL,235000,599000,2017,Individual,28600,First Owner,Petrol,Manual,25.17,Renault
3990,Maruti Swift ZXI,380000,923000,2012,Individual,100000,First Owner,Petrol,Manual,18.6,Maruti
3991,Ford Figo Diesel,200000,925000,2014,Individual,40000,First Owner,Diesel,Manual,20.0,Ford
3992,Renault KWID 1.0,330000,588000,2017,Individual,24000,First Owner,Petrol,Manual,23.01,Renault
3993,Ford Figo 1.2P,360000,818000,2016,Dealer,35000,First Owner,Petrol,Manual,18.16,Ford
3994,Maruti Alto 800,200000,457000,2013,Individual,73000,First Owner,Petrol,Manual,22.74,Maruti
3995,Maruti Swift Dzire,350000,1003999,2014,Individual,101000,First Owner,Petrol,Manual,17.5,Maruti
3996,Mahindra Scorpio VLX,700000,1909000,2011,Individual,15000,First Owner,Diesel,Manual,15.4,Mahindra
3997,Ford Ecosport 2015-2021,950000,1384000,2018,Dealer,30000,First Owner,Diesel,Manual,23.0,Ford
3998,Honda Amaze S,320000,1107000,2013,Individual,39500,First Owner,Diesel,Manual,25.8,Honda
3999,Hyundai i20 Asta,395000,1243000,2013,Dealer,70175,First Owner,Diesel,Manual,21.27,Hyundai
4000,Hyundai Verna 1.4,300000,1689000,2013,Individual,90000,First Owner,Diesel,Manual,23.5,Hyundai
4001,Maruti Swift Dzire,500000,637000,2018,Individual,114000,First Owner,Petrol,Manual,19.0,Maruti
4002,Maruti Wagon R,190000,689000,2009,Dealer,45641,First Owner,Petrol,Manual,18.9,Maruti
4003,Datsun RediGO T,235000,560000,2017,Dealer,22558,First Owner,Petrol,Manual,22.7,Datsun
4004,Hyundai i20 Petrol,621000,1300000,2019,Individual,20000,First Owner,Petrol,Manual,18.6,Hyundai
4005,Honda Amaze S,675000,1002000,2019,Individual,10000,First Owner,Petrol,Automatic,19.0,Honda
4006,Maruti Wagon R,350000,688000,2016,Individual,50000,First Owner,Petrol,Manual,20.51,Maruti
4007,Mahindra Scorpio 2.6,250000,1929000,2006,Individual,200000,First Owner,Diesel,Manual,10.5,Mahindra
4008,Maruti Baleno Delta,515000,1026000,2016,Dealer,51000,First Owner,Petrol,Manual,21.4,Maruti
4009,Hyundai Elantra 2.0,1550000,2312000,2018,Individual,40000,First Owner,Petrol,Manual,14.59,Hyundai
4010,Mahindra Scorpio Intelli,1200000,1888000,2017,Individual,56000,First Owner,Diesel,Manual,15.4,Mahindra
4011,Mahindra Bolero 2011-2019,450000,1034000,2013,Individual,104000,First Owner,Diesel,Manual,15.96,Mahindra
4012,Honda City i,1000000,1686000,2015,Individual,15000,First Owner,Petrol,Manual,17.4,Honda
4013,Hyundai i20 1.2,550000,1256000,2017,Dealer,54000,First Owner,Petrol,Manual,18.6,Hyundai
4014,Hyundai i20 1.2,295000,1255000,2012,Individual,45000,First Owner,Petrol,Manual,18.5,Hyundai
4015,Mahindra XUV500 W10,1225000,2303000,2016,Dealer,95961,First Owner,Diesel,Manual,16.0,Mahindra
4016,Mahindra XUV500 AT,1000000,2281000,2016,Individual,90000,First Owner,Diesel,Automatic,16.0,Mahindra
4017,Hyundai Verna VTVT,795000,1560000,2018,Dealer,19211,First Owner,Petrol,Manual,19.1,Hyundai
4018,Mahindra Scorpio LX,492000,1929000,2014,Individual,120000,First Owner,Diesel,Manual,12.05,Mahindra
4019,Hyundai i20 Asta,650000,1300000,2018,Individual,20000,First Owner,Petrol,Manual,18.6,Hyundai
4020,Honda Jazz 1.2,300000,1130000,2009,Dealer,78435,First Owner,Petrol,Manual,18.7,Honda
4021,Mahindra XUV500 W5,1010000,2327000,2018,Individual,54200,First Owner,Diesel,Manual,15.1,Mahindra
4022,Skoda Rapid 1.6,350000,1472000,2012,Dealer,41900,First Owner,Petrol,Automatic,14.3,Skoda
4023,Honda City i,600000,1651000,2016,Dealer,47129,First Owner,Diesel,Manual,26.0,Honda
4024,Maruti Eeco 5,385000,500000,2019,Individual,25000,First Owner,Petrol,Manual,15.37,Maruti
4025,Datsun GO T,320000,738000,2016,Individual,30000,First Owner,Petrol,Manual,20.63,Datsun
4026,Maruti Wagon R,100000,701000,2006,Individual,35000,First Owner,Petrol,Manual,18.9,Maruti
4027,Hyundai Verna VTVT,1100000,1560000,2019,Individual,15000,First Owner,Petrol,Manual,17.0,Hyundai
4028,Maruti Ciaz 1.4,925000,1365000,2017,Dealer,33529,First Owner,Petrol,Automatic,19.12,Maruti
4029,Hyundai Creta 1.6,1050000,2013000,2016,Dealer,62000,First Owner,Diesel,Automatic,17.6,Hyundai
4030,Hyundai Grand i10,300000,722000,2013,Individual,50000,First Owner,Petrol,Manual,18.9,Hyundai
4031,Ford Figo 1.5D,450000,952999,2015,Dealer,75001,First Owner,Diesel,Manual,25.83,Ford
4032,Hyundai i20 Magna,450000,1255000,2015,Individual,20000,First Owner,Petrol,Manual,18.6,Hyundai
4033,Maruti Dzire VXI,790000,1003999,2020,Dealer,7151,First Owner,Petrol,Automatic,24.12,Maruti
4034,Ford Ecosport 2015-2021,790000,1394000,2018,Dealer,74455,First Owner,Diesel,Manual,23.0,Ford
4035,Renault KWID RXT,245000,620000,2016,Dealer,23000,First Owner,Petrol,Manual,22.3,Renault
4036,Hyundai i20 Magna,560000,1240000,2016,Individual,91000,First Owner,Diesel,Manual,22.54,Hyundai
4037,Renault KWID RXT,270000,599000,2017,Individual,70000,First Owner,Petrol,Manual,25.17,Renault
4038,Hyundai i20 Asta,515000,1300000,2015,Individual,79000,First Owner,Petrol,Manual,18.6,Hyundai
4039,Honda City V,400000,1629000,2012,Dealer,43120,First Owner,Petrol,Manual,16.8,Honda
4040,Ford Ecosport 2015-2021,875000,1352000,2017,Individual,10000,First Owner,Diesel,Manual,22.77,Ford
4041,Ford Freestyle Titanium,630000,886999,2018,Individual,18000,First Owner,Petrol,Manual,19.0,Ford
4042,Mahindra Scorpio BSIV,982000,1909000,2019,Individual,20000,First Owner,Diesel,Manual,15.4,Mahindra
4043,Hyundai i20 1.4,750000,1240000,2018,Individual,38000,First Owner,Diesel,Manual,22.54,Hyundai
4044,Hyundai Verna 1.6,530000,1560000,2016,Dealer,32359,First Owner,Petrol,Manual,17.01,Hyundai
4045,Mahindra XUV500 W5,1050000,2278000,2018,Individual,50000,First Owner,Diesel,Manual,15.1,Mahindra
4046,Maruti Eeco 5,310000,492000,2016,Individual,40000,First Owner,Petrol,Manual,15.37,Maruti
4047,Tata Nexon 1.2,900000,1322000,2017,Individual,25000,First Owner,Petrol,Manual,17.0,Tata
4048,Maruti Swift VXI,425000,906000,2016,Individual,31000,First Owner,Petrol,Manual,20.4,Maruti
4049,Maruti Swift Dzire,400000,1014000,2013,Individual,114000,First Owner,Petrol,Manual,19.1,Maruti
4050,Maruti Ignis 1.2,509999,827000,2019,Individual,25000,First Owner,Petrol,Manual,20.89,Maruti
4051,Hyundai Verna 1.6,530000,1748999,2015,Individual,80000,First Owner,Diesel,Manual,23.9,Hyundai
4052,Ford Figo Diesel,169000,909000,2012,Dealer,49754,First Owner,Diesel,Manual,20.0,Ford
4053,Datsun GO T,315000,739000,2014,Dealer,34540,First Owner,Petrol,Manual,19.02,Datsun
4054,BMW X5 xDrive,1600000,103000,2009,Dealer,90000,First Owner,Diesel,Automatic,15.97,BMW
4055,Maruti Wagon R,270000,622000,2013,Individual,70000,First Owner,CNG,Manual,26.6,Maruti
4056,Mahindra Bolero 2011-2019,575000,1034000,2014,Individual,60000,First Owner,Diesel,Manual,15.96,Mahindra
4057,Maruti Swift AMT,625000,891000,2018,Dealer,39000,First Owner,Petrol,Automatic,21.21,Maruti
4058,Renault KWID RXT,450000,648000,2018,Dealer,9000,First Owner,Petrol,Manual,25.17,Renault
4059,Hyundai Venue SX,1050000,1339000,2019,Dealer,30000,First Owner,Diesel,Manual,23.7,Hyundai
4060,Renault KWID AMT,330000,620000,2018,Dealer,7000,First Owner,Petrol,Automatic,24.04,Renault
4061,Mahindra Bolero SLX,525000,1118000,2009,Individual,120000,First Owner,Diesel,Manual,13.6,Mahindra
4062,Renault KWID 1.0,265000,620000,2017,Dealer,18000,First Owner,Petrol,Manual,23.01,Renault
4063,Maruti Wagon R,300000,701000,2016,Individual,40000,First Owner,Petrol,Manual,20.51,Maruti
